Date_Key,Product_Key,Geography_Key,Sales_Fact,Sales_Plan,Ad_Spend,Impressions,Conversion_Rate,Net_Profit_Raw
20210123,4,120,1892.84,1389.11,283.8,63397.0,0.0412,354.12
20210124,4,115,1128.52,1593.71,80.29,49827.0,0.0298,267.3
20210125,4,109,967.14,2155.03,74.0,45497.0,0.005,202.36
20210126,4,101,1661.7,1630.81,193.23,38269.0,0.0143,335.43
20210127,4,114,755.05,1493.98,110.65,14030.0,0.005,120.29
20210128,3,115,2330.35,1740.45,329.93,133571.0,0.0105,275.29
20210129,1,112,2003.83,1652.05,200.96,53562.0,0.005,510.68
20210130,3,115,1179.03,1639.0,152.7,62961.0,0.0186,255.39
20210131,4,115,556.59,1675.84,35.38,29976.0,0.0086,127.34
20210201,2,109,2089.66,1965.3,308.73,103989.0,0.0206,335.52
20210202,2,108,1355.05,1327.37,198.43,30621.0,0.005,307.3
20210203,4,107,2030.85,1647.86,134.79,105566.0,0.0208,562.97
20210204,1,102,614.38,1367.48,49.11,30483.0,0.0159,153.53
20210205,4,110,1111.59,1663.51,66.71,46523.0,0.035,308.0
20210206,2,101,1413.61,1368.35,109.09,42654.0,0.0341,418.55
20210207,2,108,1434.22,1468.33,188.74,38456.0,0.0279,186.07
20210208,5,108,1185.47,1492.54,104.12,24284.0,0.0167,234.51
20210209,4,108,1721.73,1746.5,101.31,65321.0,0.0399,463.07
20210210,1,110,876.33,1734.85,73.81,36225.0,0.005,187.33
20210211,4,120,1338.82,1301.86,198.33,41731.0,0.006,157.0
20210212,1,111,1470.05,1561.88,166.07,53497.0,0.0192,391.92
20210213,3,112,1667.05,1408.89,152.73,52276.0,0.0425,451.48
20210214,4,108,1765.59,1299.06,117.68,77413.0,0.018,444.83
20210215,2,107,847.46,1507.35,125.95,47082.0,0.0182,111.46
20210216,3,112,642.74,1489.08,84.9,14382.0,0.0056,168.7
20210217,2,111,2048.69,2036.18,160.1,65893.0,0.0295,356.98
20210218,4,112,1576.09,1637.52,89.85,33632.0,0.0295,433.04
20210219,5,111,1035.81,1275.54,57.66,44667.0,0.0279,300.85
20210220,5,102,2185.78,1438.27,135.6,104478.0,0.0137,642.74
20210221,5,102,1468.23,1755.71,158.68,83595.0,0.0129,390.21
20210222,2,112,2000.26,1969.36,285.79,55106.0,0.0071,276.81
20210223,2,110,1444.62,1234.74,143.99,83441.0,0.0208,226.83
20210224,3,108,2441.51,1176.27,327.88,43573.0,0.0092,497.24
20210225,4,104,2289.13,1926.79,216.53,96454.0,0.0082,372.09
20210226,3,113,1287.32,1630.91,155.58,22619.0,0.0158,200.27
20210227,2,116,1897.97,1379.75,233.81,104806.0,0.0151,388.42
20210228,5,110,1735.29,1660.79,116.95,67401.0,0.0146,401.72
20210301,3,114,2097.37,1027.21,180.63,94635.0,0.0247,521.47
20210302,4,101,931.08,1555.57,105.89,48808.0,0.0208,188.51
20210303,3,110,1757.09,1621.03,100.28,38241.0,0.0171,587.26
20210304,5,109,1943.83,1740.93,167.47,32533.0,0.0218,407.05
20210305,4,108,535.83,1353.94,55.45,29229.0,0.0101,154.64
20210306,1,119,824.19,1574.54,123.32,24043.0,0.0211,105.34
20210307,3,107,396.86,1373.04,38.68,8256.0,0.0215,70.96
20210308,4,118,1282.47,1609.97,168.78,46272.0,0.005,298.6
20210309,4,101,1776.67,1380.62,165.6,74485.0,0.03,458.81
20210310,1,117,2169.84,1478.91,281.3,35572.0,0.0112,429.98
20210311,5,112,1456.51,1362.24,159.55,39865.0,0.0209,292.7
20210312,4,108,2234.6,1692.55,309.85,36817.0,0.0316,487.67
20210313,1,115,731.11,1734.96,66.6,24796.0,0.0293,160.87
20210314,2,108,570.37,1517.34,62.99,31530.0,0.0203,139.68
20210315,5,116,1395.22,1572.94,157.66,82624.0,0.0164,388.81
20210316,5,102,1616.0,1276.65,148.25,70566.0,0.0295,497.54
20210317,1,115,1408.63,1507.54,90.76,31375.0,0.0267,451.32
20210318,5,113,392.3,1558.58,23.29,21876.0,0.0138,87.01
20210319,4,101,1382.54,2093.97,71.43,52856.0,0.0121,282.2
20210320,2,108,775.98,1348.65,106.58,17008.0,0.005,154.11
20210321,3,112,1764.2,1865.14,129.93,99638.0,0.0215,440.08
20210322,4,116,1613.85,1772.98,114.83,79218.0,0.0192,495.16
20210323,3,107,961.84,1631.08,118.89,46098.0,0.0314,186.35
20210324,4,108,1176.1,1928.06,96.44,55175.0,0.0236,348.48
20210325,5,113,904.72,1652.18,91.02,21727.0,0.0333,187.92
20210326,1,120,1404.32,1657.05,93.04,34399.0,0.013,272.1
20210327,3,106,1914.59,1570.1,279.48,88020.0,0.0314,430.15
20210328,4,119,945.56,1826.98,127.8,23533.0,0.0147,141.98
20210329,4,107,1691.88,1803.14,230.74,58776.0,0.0278,440.05
20210330,5,110,1176.2,1460.33,106.65,59034.0,0.0054,297.58
20210331,2,113,1046.4,1323.27,132.09,52611.0,0.0224,269.09
20210401,5,107,1390.87,1548.23,89.55,49232.0,0.005,393.26
20210402,4,106,928.34,1430.55,47.22,47019.0,0.0173,299.95
20210403,4,109,1170.75,1579.63,60.88,61743.0,0.0244,341.86
20210404,3,101,850.29,1841.64,92.39,37808.0,0.0148,194.47
20210405,1,120,2433.28,1504.55,232.47,61511.0,0.0095,631.13
20210406,4,110,1470.27,1589.34,149.68,40183.0,0.0285,293.62
20210407,2,115,1104.53,1611.44,56.05,32217.0,0.019,233.53
20210408,1,110,1563.18,1771.49,144.23,31664.0,0.0151,387.11
20210409,4,107,1401.85,1154.44,170.75,38260.0,0.0204,349.54
20210410,1,104,1349.4,1484.53,127.21,32964.0,0.0464,357.75
20210411,3,112,1768.86,1650.22,217.96,62776.0,0.0315,262.99
20210412,2,115,1842.47,1850.1,135.06,102957.0,0.0316,443.94
20210413,1,116,1200.43,1513.87,157.63,23650.0,0.0244,240.61
20210414,3,114,1179.78,1239.15,128.41,55936.0,0.0217,317.02
20210415,4,113,1332.2,1740.64,94.69,61185.0,0.005,348.32
20210416,5,101,320.84,1491.91,23.64,6195.0,0.0132,91.29
20210417,5,114,716.32,1383.37,80.8,40483.0,0.0152,104.39
20210418,3,107,2159.49,1498.79,287.2,87635.0,0.005,290.22
20210419,4,120,2300.72,1589.15,210.66,72168.0,0.0084,680.67
20210420,3,108,1355.93,1507.54,102.82,66501.0,0.005,334.47
20210421,3,115,1770.97,1189.85,242.09,47075.0,0.0196,406.51
20210422,5,104,1640.6,1812.88,191.83,75809.0,0.0282,363.32
20210423,5,113,3026.73,1890.99,286.96,50810.0,0.0311,525.63
20210424,5,117,2049.42,1768.91,202.46,108155.0,0.0241,455.14
20210425,4,110,1428.06,1413.68,100.57,50222.0,0.0104,399.06
20210426,5,117,1016.67,1603.58,114.56,44379.0,0.005,260.4
20210427,3,105,693.66,1645.27,59.57,17311.0,0.005,134.62
20210428,2,117,1601.1,1769.06,239.47,72799.0,0.0073,250.98
20210429,1,102,1123.71,1785.74,110.14,55905.0,0.0111,260.45
20210430,1,119,793.31,1508.04,78.21,28793.0,0.0184,213.23
20210501,1,110,1183.73,1674.12,126.17,50661.0,0.0099,287.97
20210502,4,109,968.86,1752.05,137.26,34428.0,0.0234,110.79
20210503,1,112,2355.85,1954.67,306.45,130123.0,0.0177,452.1
20210504,5,105,1955.78,1807.35,186.02,73154.0,0.0201,478.74
20210505,4,111,1513.68,1827.25,184.47,80046.0,0.0314,302.61
20210506,4,115,2260.38,1689.22,245.53,115417.0,0.0082,394.5
20210507,4,115,1561.87,1957.6,154.99,52280.0,0.0242,390.08
20210508,1,107,1095.35,1760.54,75.83,27771.0,0.0199,332.95
20210509,5,114,2290.39,1509.5,220.78,76210.0,0.0167,494.42
20210510,4,110,1801.15,1965.54,134.33,93984.0,0.0289,406.41
20210511,4,105,1015.97,1827.64,143.74,25647.0,0.0288,154.03
20210512,5,110,1442.36,1602.67,120.5,55675.0,0.0105,265.62
20210513,5,109,1102.68,1598.64,160.14,56539.0,0.0182,219.54
20210514,4,109,852.08,1757.14,88.02,26335.0,0.0228,243.18
20210515,2,108,2009.59,1793.79,227.39,88220.0,0.0173,287.56
20210516,3,114,2504.26,1743.96,261.18,65245.0,0.0259,577.12
20210517,2,101,853.34,1770.15,53.71,16996.0,0.0228,207.85
20210518,1,113,1837.22,2051.3,160.91,93234.0,0.0383,390.36
20210519,5,114,1233.55,1929.07,73.91,23997.0,0.005,318.39
20210520,4,109,1318.48,1756.37,148.06,35879.0,0.0188,338.74
20210521,4,108,1269.04,1910.02,120.16,67868.0,0.0109,243.71
20210522,1,119,1136.46,1518.8,145.24,34766.0,0.026,172.33
20210523,1,101,1595.97,1808.46,114.98,93822.0,0.005,391.03
20210524,5,118,1159.51,2094.34,77.06,68513.0,0.0235,301.77
20210525,3,118,1713.52,1692.51,155.3,46389.0,0.0137,500.82
20210526,4,110,1556.5,1570.25,222.05,26218.0,0.0127,380.95
20210527,1,117,1465.5,1613.06,177.39,68480.0,0.0055,334.17
20210528,1,116,1134.58,1529.27,104.26,40044.0,0.0153,296.67
20210529,5,105,1303.39,1594.0,132.59,25460.0,0.0308,202.32
20210530,3,108,1972.9,1680.63,115.26,92408.0,0.0197,442.0
20210531,3,104,1849.13,1477.42,274.52,30331.0,0.0263,282.09
20210601,2,108,1113.38,1765.49,129.87,60299.0,0.0366,229.03
20210602,2,120,1655.33,1946.69,130.01,35158.0,0.0226,490.56
20210603,3,115,1984.9,1588.57,215.52,41145.0,0.0144,287.12
20210604,4,104,778.06,2077.89,47.42,17822.0,0.0247,220.03
20210605,5,108,1888.03,1880.14,276.75,109906.0,0.0146,448.18
20210606,2,120,1288.64,1988.06,86.96,59526.0,0.015,333.05
20210607,2,103,1908.88,1654.37,219.15,97471.0,0.005,294.15
20210608,5,112,1245.6,1960.86,92.85,40972.0,0.0293,239.61
20210609,2,105,728.47,1575.61,88.7,21952.0,0.0161,201.49
20210610,2,119,820.83,1976.12,104.81,20974.0,0.0218,114.4
20210611,5,109,1662.37,1836.52,195.07,60891.0,0.0096,402.18
20210612,4,104,1771.93,1916.92,197.48,70580.0,0.0244,500.93
20210613,1,107,1193.67,1575.29,166.21,51841.0,0.0124,159.46
20210614,3,118,1968.9,1635.55,113.93,52314.0,0.0186,418.5
20210615,1,101,822.65,1938.19,68.36,47458.0,0.0288,187.13
20210616,2,101,1624.19,1633.28,121.54,36770.0,0.0279,388.19
20210617,2,106,1055.56,1919.82,157.07,61702.0,0.0198,136.41
20210618,2,103,1339.01,1557.99,119.09,20980.0,0.005,258.58
20210619,5,110,1692.51,2005.32,208.62,62032.0,0.0499,242.41
20210620,4,116,1242.5,1593.47,147.2,37277.0,0.0375,246.78
20210621,2,116,1484.34,1954.74,105.7,52264.0,0.0272,272.59
20210622,3,111,2183.7,1973.73,161.37,88833.0,0.0125,385.82
20210623,1,120,1396.05,1713.59,109.07,48305.0,0.0189,424.94
20210624,4,103,2106.31,1973.71,191.91,70915.0,0.0146,382.2
20210625,5,115,1127.59,1913.78,82.8,54093.0,0.0326,283.7
20210626,3,113,1961.34,1758.32,101.92,89956.0,0.0226,568.59
20210627,2,101,2421.24,1668.79,333.98,127108.0,0.0122,411.86
20210628,3,101,468.66,1482.41,68.69,12301.0,0.0153,114.84
20210629,4,119,1310.08,1949.31,110.25,55585.0,0.0312,314.26
20210630,1,105,2001.12,1570.88,167.8,82714.0,0.036,371.23
20210701,1,115,1615.13,1907.38,81.9,51100.0,0.0353,512.44
20210702,5,102,1906.31,1840.12,224.99,70291.0,0.0276,415.61
20210703,4,110,1422.84,2033.14,188.59,41433.0,0.0175,180.04
20210704,5,117,1772.23,1841.42,114.59,37896.0,0.005,480.37
20210705,5,109,1655.22,1840.47,109.19,40753.0,0.023,463.92
20210706,5,111,2321.08,2057.28,299.44,45837.0,0.02,475.61
20210707,1,116,1868.54,1982.48,208.58,85464.0,0.0214,393.24
20210708,5,110,1914.29,1983.27,104.3,85631.0,0.0205,479.94
20210709,1,114,1543.71,2018.47,173.29,89191.0,0.0067,258.79
20210710,4,115,1510.02,1622.09,122.15,72233.0,0.0256,379.46
20210711,4,108,1541.73,2085.16,133.93,26737.0,0.0263,293.71
20210712,5,116,1959.42,2060.91,248.79,107359.0,0.0268,378.11
20210713,4,115,1555.9,1739.7,203.97,83739.0,0.0295,339.39
20210714,3,111,1915.49,1898.85,172.46,66945.0,0.026,404.69
20210715,4,108,2812.52,1944.44,407.01,116337.0,0.0159,415.21
20210716,4,111,2214.6,1930.04,200.75,130492.0,0.0193,499.71
20210717,4,114,1620.26,2028.37,206.07,63115.0,0.0209,428.27
20210718,5,119,2388.11,2252.52,234.96,133112.0,0.0211,659.43
20210719,3,118,1587.7,2187.27,221.89,29748.0,0.03,345.24
20210720,5,115,776.92,1713.14,109.37,18333.0,0.0264,168.46
20210721,3,117,1296.19,2104.67,76.14,45151.0,0.0408,311.4
20210722,5,116,869.09,2250.72,124.84,35906.0,0.0421,220.4
20210723,3,119,1632.99,2066.98,216.46,84475.0,0.0208,251.63
20210724,3,112,1822.21,2212.5,235.3,108370.0,0.005,421.06
20210725,3,108,2655.48,2401.45,186.13,86299.0,0.0324,752.57
20210726,1,114,1984.99,2208.42,259.06,34010.0,0.0146,377.75
20210727,2,109,1716.25,2058.24,231.72,87619.0,0.012,399.19
20210728,3,113,2244.77,2222.09,177.15,94723.0,0.016,422.94
20210729,2,111,728.76,2046.74,105.83,17442.0,0.0155,176.34
20210730,2,112,1956.41,2027.24,107.58,72910.0,0.0261,544.57
20210731,4,110,2228.3,1956.87,144.82,107859.0,0.005,462.58
20210801,3,114,1107.84,2344.53,114.95,55025.0,0.0092,225.85
20210802,4,115,2423.28,1872.85,260.69,90831.0,0.0234,602.36
20210803,3,116,2024.91,2347.7,231.88,58185.0,0.0262,450.28
20210804,3,104,1652.28,2145.89,85.42,97184.0,0.0264,400.34
20210805,5,108,2180.57,1770.74,318.44,97801.0,0.0121,235.45
20210806,4,103,3003.78,2128.81,163.58,100238.0,0.0102,635.51
20210807,4,116,1963.62,1639.95,126.27,54237.0,0.0149,558.32
20210808,4,108,2001.05,2189.73,102.86,95850.0,0.0224,397.94
20210809,1,107,1651.5,2246.34,176.19,42771.0,0.0349,483.54
20210810,2,112,1460.49,1955.48,209.18,33192.0,0.005,368.96
20210811,2,101,2304.81,2103.32,268.73,89525.0,0.0178,368.37
20210812,2,110,1465.83,2474.09,193.88,41116.0,0.0067,348.6
20210813,5,112,1933.87,1986.75,99.26,83738.0,0.005,656.66
20210814,1,114,1663.47,1880.75,173.34,33780.0,0.0297,432.87
20210815,4,112,2145.99,2393.48,205.92,95437.0,0.0254,515.31
20210816,4,111,2077.53,2494.28,207.54,57648.0,0.0245,395.81
20210817,5,108,2433.65,2107.11,139.26,36531.0,0.0292,606.29
20210818,2,112,1664.05,2313.26,197.1,34466.0,0.0152,409.21
20210819,3,114,1788.29,2383.84,179.4,101955.0,0.0157,400.92
20210820,1,114,1438.0,1971.62,181.93,77697.0,0.0419,193.49
20210821,1,113,1709.38,2027.61,168.42,43610.0,0.0175,306.36
20210822,5,118,2124.31,2375.4,137.95,106272.0,0.0274,608.79
20210823,4,102,2318.27,2470.76,266.2,98262.0,0.0201,319.53
20210824,2,115,1482.81,2250.85,99.7,87027.0,0.005,335.81
20210825,1,113,2382.79,1966.82,327.01,75802.0,0.005,603.79
20210826,4,101,2629.89,2544.69,292.74,120096.0,0.0142,745.35
20210827,2,116,2162.85,2045.56,142.14,38627.0,0.0306,668.36
20210828,1,105,2898.59,2089.18,423.87,95164.0,0.0279,419.1
20210829,2,117,1577.34,2229.12,160.63,92072.0,0.0291,426.83
20210830,2,102,1345.93,2475.91,77.11,52833.0,0.0101,358.0
20210831,3,108,1082.9,2340.28,122.02,30272.0,0.0362,295.99
20210901,2,108,2724.28,2256.85,205.19,55609.0,0.0104,508.21
20210902,3,102,2307.41,2270.91,300.82,107661.0,0.0221,503.1
20210903,4,120,1956.39,2191.31,257.82,86117.0,0.0199,258.24
20210904,2,104,2128.11,2298.57,314.74,67732.0,0.0183,234.88
20210905,3,109,1429.3,1685.34,143.2,82603.0,0.0334,427.21
20210906,4,110,3218.83,2136.22,307.38,51498.0,0.0129,756.06
20210907,5,112,2064.44,2248.08,258.77,59182.0,0.0065,559.37
20210908,3,115,2058.39,1973.86,130.19,116192.0,0.0202,412.6
20210909,5,103,2370.42,2285.56,248.16,69790.0,0.016,515.68
20210910,5,105,2251.86,2171.6,235.6,59340.0,0.05,639.83
20210911,1,114,2127.1,2567.77,125.39,83042.0,0.0268,690.26
20210912,3,116,1623.7,2535.44,149.05,84548.0,0.0159,407.02
20210913,1,107,2258.43,2131.8,305.63,44359.0,0.0094,279.22
20210914,1,101,2967.44,2198.9,402.43,170438.0,0.005,476.12
20210915,5,118,2702.85,2218.36,161.96,137246.0,0.0097,567.42
20210916,2,114,2830.42,2146.87,167.2,65542.0,0.0211,809.38
20210917,4,115,1781.88,2280.24,135.9,83820.0,0.0343,565.3
20210918,3,118,1546.32,2093.58,212.58,49982.0,0.0312,179.96
20210919,5,106,1981.84,2023.09,124.64,65605.0,0.0223,662.99
20210920,3,109,2076.18,2377.7,253.29,104324.0,0.0168,282.06
20210921,2,111,2598.98,2382.98,156.24,151586.0,0.0227,739.62
20210922,2,115,1209.18,2100.09,135.81,25029.0,0.0148,346.03
20210923,1,108,2823.7,2443.89,241.73,95804.0,0.0372,595.85
20210924,1,115,1983.4,2142.33,255.64,72676.0,0.0181,246.0
20210925,2,115,1852.41,2323.07,135.91,59155.0,0.0191,336.74
20210926,1,119,1563.22,2440.27,178.08,48997.0,0.005,409.47
20210927,3,107,1245.24,2273.21,91.61,21608.0,0.018,372.63
20210928,2,119,2487.62,2374.58,301.91,114055.0,0.0284,482.11
20210929,2,117,2116.03,2184.02,290.67,73277.0,0.0093,353.46
20210930,4,110,1437.69,2251.65,90.11,34168.0,0.0125,325.51
20211001,4,117,1438.41,2253.37,196.57,74397.0,0.0279,339.73
20211002,4,119,1921.3,2148.79,210.11,98208.0,0.0052,282.03
20211003,3,120,2926.91,2266.28,183.55,107967.0,0.0306,706.78
20211004,1,111,1965.78,1995.41,182.33,55888.0,0.0147,354.22
20211005,3,102,1347.15,2210.37,89.03,58890.0,0.0161,340.7
20211006,4,115,1978.97,2255.05,237.55,55346.0,0.0088,431.06
20211007,3,117,1968.56,2264.17,247.82,50435.0,0.0238,251.06
20211008,1,106,759.52,2270.46,46.01,36361.0,0.0446,191.48
20211009,3,118,2083.83,2309.72,209.66,35039.0,0.0278,352.91
20211010,1,115,1998.49,2421.24,262.73,38500.0,0.0114,250.89
20211011,4,112,2465.0,2503.49,354.01,37728.0,0.0314,382.28
20211012,5,105,3044.28,2201.83,308.54,66616.0,0.0168,658.5
20211013,4,116,2685.96,2094.3,389.54,48628.0,0.0337,683.43
20211014,3,120,1991.07,2129.65,206.21,119088.0,0.0281,578.27
20211015,5,108,1575.05,2243.7,140.84,44096.0,0.005,441.73
20211016,3,115,3417.75,2273.8,460.78,74223.0,0.01,810.96
20211017,5,101,2163.41,2193.18,214.82,55913.0,0.0294,567.87
20211018,4,110,2143.45,2090.91,208.32,122446.0,0.0215,551.02
20211019,1,101,2127.07,2261.82,210.65,81695.0,0.0098,525.3
20211020,1,112,2240.79,2392.2,301.79,70398.0,0.0137,453.18
20211021,4,108,2072.14,2477.75,276.0,112523.0,0.005,522.13
20211022,1,109,1860.02,2250.05,168.06,60961.0,0.0191,564.13
20211023,1,109,1875.91,2281.68,156.32,56419.0,0.0421,404.41
20211024,3,108,2135.42,2181.63,211.82,51950.0,0.028,470.23
20211025,5,113,1882.49,2363.34,201.95,60241.0,0.0419,425.63
20211026,4,117,1800.16,2202.55,132.91,52656.0,0.0288,415.84
20211027,1,108,2212.12,2489.43,286.24,100604.0,0.0303,323.97
20211028,1,116,2033.71,2020.15,200.62,57007.0,0.0397,482.39
20211029,1,111,2915.44,2307.87,243.16,119457.0,0.0238,642.64
20211030,2,109,840.17,2442.44,50.98,15094.0,0.0181,164.91
20211031,1,102,2713.57,2421.36,200.49,64062.0,0.0303,543.18
20211101,4,111,2792.98,2925.54,404.78,93099.0,0.0345,533.94
20211102,2,114,1135.32,2459.18,91.4,64898.0,0.0152,252.93
20211103,5,116,2002.71,2190.64,133.95,64039.0,0.0128,613.94
20211104,3,103,1990.32,2374.55,191.2,89332.0,0.0214,437.59
20211105,3,108,1474.23,2040.54,118.98,39036.0,0.0283,253.71
20211106,4,108,1790.98,2381.76,95.85,37103.0,0.028,481.3
20211107,4,114,1626.46,2233.31,133.88,28681.0,0.0058,290.39
20211108,4,105,3059.7,2584.99,319.47,87947.0,0.0391,717.46
20211109,1,112,2653.17,2293.95,279.04,58621.0,0.0136,384.71
20211110,5,114,2822.83,2382.4,241.79,64447.0,0.0173,642.09
20211111,3,105,2549.56,2280.49,241.52,125525.0,0.011,762.14
20211112,4,112,1625.83,2757.17,238.27,25546.0,0.047,268.97
20211113,4,101,1929.68,2346.89,169.3,77383.0,0.0224,523.1
20211114,1,115,2438.17,2779.34,184.87,78206.0,0.0115,778.52
20211115,3,103,1583.91,2577.3,117.76,59863.0,0.0286,320.78
20211116,1,102,2552.92,2512.47,244.51,102953.0,0.0277,671.07
20211117,1,108,2077.65,2491.35,261.68,60463.0,0.0181,321.14
20211118,3,116,2011.76,2497.84,142.03,56892.0,0.0284,575.7
20211119,4,108,2555.95,2034.98,309.09,122693.0,0.0117,638.79
20211120,4,109,2423.86,2366.12,126.32,131391.0,0.0151,489.12
20211121,4,112,2022.45,2592.25,185.85,47864.0,0.005,513.42
20211122,4,106,2783.75,2414.72,355.17,53985.0,0.0068,507.22
20211123,4,118,1664.67,2144.68,139.62,92224.0,0.0381,373.94
20211124,1,115,2514.23,2416.4,267.45,77301.0,0.0364,526.87
20211125,2,113,2503.82,2768.82,176.51,99675.0,0.0207,481.48
20211126,2,105,2053.46,2678.43,255.04,64026.0,0.0366,358.6
20211127,3,110,2372.21,2417.66,131.01,49012.0,0.0184,674.21
20211128,5,101,1584.45,2621.3,214.3,65786.0,0.0176,214.52
20211129,4,116,2672.84,2358.61,186.62,103255.0,0.0206,809.92
20211130,5,101,2119.14,2091.97,291.25,51145.0,0.0188,383.41
20211201,1,110,1950.94,2248.64,166.32,68935.0,0.0178,335.89
20211202,1,117,2737.47,2746.84,334.71,139235.0,0.0314,503.48
20211203,1,111,1861.41,2380.14,152.49,77377.0,0.0215,363.97
20211204,4,116,1509.91,2386.88,212.28,29234.0,0.0271,243.66
20211205,5,114,1436.34,2376.15,90.01,56967.0,0.0303,303.68
20211206,4,118,2518.12,2817.46,170.86,117403.0,0.0239,479.64
20211207,1,113,1575.31,2762.27,156.43,79824.0,0.0103,409.2
20211208,1,106,3093.29,2881.23,180.01,133971.0,0.0065,978.58
20211209,4,115,1175.23,2406.01,81.79,25702.0,0.0215,302.98
20211210,4,113,3064.68,2497.23,442.47,143911.0,0.0183,460.75
20211211,4,103,2322.17,2135.0,342.87,105613.0,0.0209,506.86
20211212,4,118,2168.46,2733.88,190.01,34910.0,0.0198,676.04
20211213,5,108,1944.46,2205.06,276.75,65195.0,0.0458,401.01
20211214,1,116,2416.54,2482.02,252.49,72455.0,0.0067,362.93
20211215,4,113,2198.15,2219.21,169.2,99188.0,0.005,480.91
20211216,3,118,2768.57,2320.84,332.89,68456.0,0.0233,607.87
20211217,5,118,2273.93,2271.05,263.53,94571.0,0.0162,580.36
20211218,4,102,2291.81,2316.75,341.28,128557.0,0.0232,453.03
20211219,4,106,2034.65,2330.27,155.66,103566.0,0.0258,606.37
20211220,5,115,2187.72,2328.16,256.41,123531.0,0.0328,583.79
20211221,4,115,2369.78,2604.14,130.82,139895.0,0.005,494.78
20211222,3,116,1360.44,2216.1,83.48,21060.0,0.0144,257.11
20211223,4,109,1541.01,2480.72,77.65,66299.0,0.0243,500.82
20211224,5,119,2586.27,2679.69,387.8,86841.0,0.0277,625.56
20211225,5,119,2299.55,2332.89,299.46,123471.0,0.0419,506.63
20211226,2,116,2121.55,2291.32,272.98,55864.0,0.0296,428.73
20211227,1,107,2222.14,2388.11,224.38,131431.0,0.0194,596.2
20211228,1,102,2386.04,2669.41,190.9,101686.0,0.0111,655.63
20211229,4,113,1941.64,2471.49,126.45,98459.0,0.0144,591.7
20211230,5,109,1821.58,2325.57,142.93,34340.0,0.0141,374.15
20211231,5,113,2307.83,2527.67,202.16,53670.0,0.0266,474.3
20220101,1,101,1719.83,2209.46,216.06,84492.0,0.0226,308.07
20220102,3,113,2412.21,2565.17,250.79,38570.0,0.0068,573.99
20220103,4,110,1355.81,2509.53,78.3,70176.0,0.0156,279.15
20220104,1,116,2720.64,2365.1,140.94,42517.0,0.0288,551.65
20220105,3,106,2441.26,2257.74,147.04,108808.0,0.0235,765.88
20220106,1,110,2331.84,2246.87,212.31,73288.0,0.0257,642.42
20220107,1,113,2693.97,2529.85,386.1,114540.0,0.0238,479.08
20220108,4,106,3034.12,2667.31,345.1,140545.0,0.0363,827.02
20220109,2,109,2707.27,2292.63,352.44,82332.0,0.0224,553.23
20220110,5,115,1278.3,2510.28,123.53,25385.0,0.0161,276.23
20220111,5,119,1557.54,1999.66,134.21,28245.0,0.0108,366.83
20220112,2,109,1883.47,2298.54,114.59,78168.0,0.0225,545.31
20220113,3,111,2207.42,2407.6,303.73,84830.0,0.005,399.63
20220114,4,114,2451.65,2230.17,314.59,118658.0,0.0182,313.47
20220115,5,114,1828.35,2223.04,122.16,69364.0,0.0179,552.68
20220116,3,110,2282.94,2274.96,231.09,77643.0,0.0064,457.84
20220117,3,108,1810.16,2465.08,178.73,59579.0,0.0107,533.55
20220118,3,117,1880.34,2367.24,211.56,30443.0,0.0281,521.84
20220119,2,120,1480.96,1955.07,214.17,44577.0,0.0223,255.63
20220120,4,119,1720.82,1976.54,185.81,101392.0,0.021,475.43
20220121,4,105,1504.68,2277.21,156.52,81719.0,0.0231,440.31
20220122,3,114,1690.63,2487.96,93.04,50418.0,0.0209,539.72
20220123,5,102,2703.38,1844.72,152.18,112057.0,0.0324,700.12
20220124,3,120,1699.81,2292.01,116.84,90308.0,0.0212,383.75
20220125,1,107,3488.59,2284.39,185.76,121603.0,0.0054,1103.72
20220126,1,104,2416.91,2664.94,300.51,38207.0,0.0363,423.99
20220127,2,113,2260.46,2307.85,276.53,41486.0,0.0237,565.78
20220128,2,103,1736.62,2458.97,110.46,65935.0,0.0141,424.39
20220129,3,107,2513.65,2408.1,335.84,147362.0,0.0075,514.29
20220130,4,115,1873.33,1951.15,122.66,86537.0,0.024,442.95
20220131,5,108,2219.75,2528.27,177.84,40380.0,0.0188,378.74
20220201,3,111,3436.35,2415.02,257.37,80827.0,0.0357,633.77
20220202,2,109,2105.79,2470.85,183.69,104678.0,0.0165,657.27
20220203,4,114,2725.91,3151.65,205.71,144105.0,0.0116,522.61
20220204,1,114,1797.1,1946.74,177.72,76909.0,0.029,523.2
20220205,5,111,2128.56,2705.6,193.15,93655.0,0.0293,353.98
20220206,4,113,3028.78,2300.23,450.25,49294.0,0.0217,633.22
20220207,3,120,1827.17,2412.19,101.58,95532.0,0.0268,524.58
20220208,1,113,3044.11,2342.57,195.49,153643.0,0.0196,980.31
20220209,2,103,2488.95,2263.73,137.6,66347.0,0.0223,816.06
20220210,4,112,1850.97,2231.46,208.39,86793.0,0.0316,330.22
20220211,4,111,2445.51,2408.13,135.61,60327.0,0.0263,496.19
20220212,5,112,2612.63,2035.55,349.16,43931.0,0.0183,456.54
20220213,3,102,2434.26,2485.81,246.33,58547.0,0.0335,465.99
20220214,4,106,1335.2,2249.11,137.13,30761.0,0.005,244.34
20220215,4,102,1753.66,2102.94,186.17,52958.0,0.0405,446.16
